|id                  |asig_new            |division_id         |depto_id            |asig_id                                                                                             |p15        |p15_just                                                                                            |
|241                 |464                 |6                   |24                  |INGENIERIA DE SISTEMAS II                                                                           |1          |Totalmente adecuado                                                                                 |
|242                 |464                 |6                   |24                  |INGENIERIA DE SISTEMAS II                                                                           |1          |Totalmente adecuado                                                                                 |
|243                 |464                 |6                   |24                  |INGENIERIA DE SISTEMAS II                                                                           |1          |Comprende los temas que considero son los necesarios.                                               |
|244                 |467                 |6                   |24                  |INTEGRACION DE PROYECTOS                                                                            |1          |Programa actualizado                                                                                |
|245                 |462                 |6                   |24                  |EVALUACION DE PROYECTOS                                                                             |2          |El contenido del curso es muy amplio.                                                               |
|246                 |462                 |6                   |24                  |EVALUACION DE PROYECTOS                                                                             |2          |Considero que el programa, particularmente en los subtemas 4 y 5, están revueltos algunos temas, es |
|247                 |465                 |6                   |24                  |INGENIERIA DE TRANSITO                                                                              |2          |orden de los temas                                                                                  |
|248                 |465                 |6                   |24                  |INGENIERIA DE TRANSITO                                                                              |1          |Totalmente adecuado                                                                                 |
|249                 |466                 |6                   |24                  |INGENIERIA DEL TRANSPORTE I                                                                         |1          |CUMPLE CON LOS CONOCIMIENTOS BÁSICOS QUE DEBE TENER EL ALUMNO EN LA DISCIPLINA                      |
|250                 |466                 |6                   |24                  |INGENIERIA DEL TRANSPORTE I                                                                         |2          |orden de los temas                                                                                  |
|251                 |466                 |6                   |24                  |INGENIERIA DEL TRANSPORTE I                                                                         |1          |Totalmente adecuado                                                                                 |
|252                 |467                 |6                   |24                  |INTEGRACION DE PROYECTOS                                                                            |1          |Tiene la flexibilidad adecuada para que los estudiantes integren los conocimientos que han adqurido |
|253                 |467                 |6                   |24                  |INTEGRACION DE PROYECTOS                                                                            |2          |orden de los temas                                                                                  |
|254                 |467                 |6                   |24                  |INTEGRACION DE PROYECTOS                                                                            |1          |Permite desarrollar un proyecto segun el area de especcializacion de cada profesor                  |
|255                 |460                 |6                   |24                  |AEROPUERTOS                                                                                         |1          |Considero que el curso es muy íntegro y abarca los aspectos básicos de la ingeniería de aeropuertos |
|256                 |461                 |6                   |24                  |CARRETERAS                                                                                          |1          |CUMPLE CON LOS CONOCIMIENTOS BÁSICOS QUE DEBE TENER EL ALUMNO EN LA DISCIPLINA                      |
|257                 |437                 |6                   |22                  |PRACTICAS DE TOPOGRAFIA  (2016)                                                                     |1          |Los temas que se revisan en la asignatura son adecuados al plan de estudios de la carrera en lo glob|
|258                 |437                 |6                   |22                  |PRACTICAS DE TOPOGRAFIA  (2016)                                                                     |1          |porque cubre las expectativas que requiere el estudiante en esta materia de prácticas inicial       |
|259                 |437                 |6                   |22                  |PRACTICAS DE TOPOGRAFIA  (2016)                                                                     |2          |Adecuado                                                                                            |
|260                 |437                 |6                   |22                  |PRACTICAS DE TOPOGRAFIA  (2016)                                                                     |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|261                 |442                 |6                   |22                  |TOPOGRAFIA I  (2016)                                                                                |1          |Los temas llevan la secuencia que se necesita                                                       |
|262                 |442                 |6                   |22                  |TOPOGRAFIA I  (2016)                                                                                |1          |porque cubre las expectativas que requiere el estudiante en esta materia de prácticas inicial       |
|263                 |442                 |6                   |22                  |TOPOGRAFIA I  (2016)                                                                                |2          |Adecuado                                                                                            |
|264                 |442                 |6                   |22                  |TOPOGRAFIA I  (2016)                                                                                |2          |Adecuado                                                                                            |
|265                 |442                 |6                   |22                  |TOPOGRAFIA I  (2016)                                                                                |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|266                 |438                 |6                   |22                  |PRACTICAS DE TOPOGRAFIA II                                                                          |2          |Excluir en tema de Nivelación Barométrica                                                           |
|267                 |444                 |6                   |22                  |TOPOGRAFIA II                                                                                       |1          |.                                                                                                   |
|268                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Hay temas que se lleva mas tiempo de explicar.                                                      |
|269                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Hay temas que se lleva mas tiempo de explicar.                                                      |
|270                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |El plan de estudios de esta materia me parece adecuado para brindar un conocimiento general de la ge|
|271                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |El plan de estudios de esta materia me parece adecuado para brindar un conocimiento general de la ge|
|272                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |son para alumnos de primer ingreso                                                                  |
|273                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |son para alumnos de primer ingreso                                                                  |
|274                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |.                                                                                                   |
|275                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |.                                                                                                   |
|276                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Requiere cambios de temas actuales                                                                  |
|277                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Requiere cambios de temas actuales                                                                  |
|278                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Se deben suprimir algunos temas.                                                                    |
|279                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Se deben suprimir algunos temas.                                                                    |
|280                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Cambios menores en el temario                                                                       |
|281                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Cambios menores en el temario                                                                       |
|282                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Cambios menores en el temario                                                                       |
|283                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |Cambios menores en el temario                                                                       |
|284                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |1          |esta elaborado conforme a semestre y área de aplicación                                             |
|285                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |CADA SEMESTRE LA ARGUMENTO                                                                          |
|286                 |434                 |6                   |22                  |GEOMATICA BASICA                                                                                    |2          |CADA SEMESTRE LA ARGUMENTO                                                                          |
|287                 |436                 |6                   |22                  |LEGISLACION APLIC ING GEOMAT                                                                        |2          |EL PROGRAMA AÚN MEJORAR MÁS, ME ENCUENTRO REALIZANDO DICHAS MEJORAS.                                |
|288                 |439                 |6                   |22                  |PROYECTO GEOMETRICO DE OBRAS INFRAESTRUCTURA                                                        |1          |ES TEORICO Y ABARCA LOS CONOCIMIENTOS NECESARIOS                                                    |
|289                 |439                 |6                   |22                  |PROYECTO GEOMETRICO DE OBRAS INFRAESTRUCTURA                                                        |1          |ES TEORICO Y ABARCA LOS CONOCIMIENTOS NECESARIOS                                                    |
|290                 |443                 |6                   |22                  |TOPOGRAFIA III                                                                                      |1          |ES TEORICO Y ABARCA LOS CONOCIMIENTOS NECESARIOS                                                    |
|291                 |443                 |6                   |22                  |TOPOGRAFIA III                                                                                      |1          |ES TEORICO Y ABARCA LOS CONOCIMIENTOS NECESARIOS                                                    |
|292                 |433                 |6                   |22                  |ADMINISTRACION DE PROYECTOS                                                                         |1          |Incluye los temas necesarios para la enseñanza de la materia                                        |
|293                 |433                 |6                   |22                  |ADMINISTRACION DE PROYECTOS                                                                         |3          |Me parece que existen áreas de oportunidad en algunos temas.                                        |
|294                 |435                 |6                   |22                  |HIDROGRAFIA                                                                                         |2          |Falta actualizar temas                                                                              |
|295                 |441                 |6                   |22                  |TOPOGRAFIA DE YACIMIENTOS MINERALES                                                                 |1          |Todos los temas son importantes, aunque hay que organizarlos                                        |
|296                 |441                 |6                   |22                  |TOPOGRAFIA DE YACIMIENTOS MINERALES                                                                 |1          |Todos los temas son importantes, aunque hay que organizarlos                                        |
|297                 |441                 |6                   |22                  |TOPOGRAFIA DE YACIMIENTOS MINERALES                                                                 |1          |Todos los temas son importantes, aunque hay que organizarlos                                        |
|298                 |441                 |6                   |22                  |TOPOGRAFIA DE YACIMIENTOS MINERALES                                                                 |1          |Todos los temas son importantes, aunque hay que organizarlos                                        |
|299                 |440                 |6                   |22                  |TOPOGRAFIA APLICADA A LA CONSTRUCCION DE EDIFICIOS                                                  |2          |Existen temas que hay que agregar al currículo de la asignatura, para actualizarla                  |
|300                 |84                  |6                   |7                   |GEODESIA I                                                                                          |2          |Es adecuado                                                                                         |
|301                 |84                  |6                   |7                   |GEODESIA I                                                                                          |2          |Es adecuado                                                                                         |
|302                 |85                  |6                   |7                   |GEODESIA II                                                                                         |2          |No incluye temas relevantes                                                                         |
|303                 |85                  |6                   |7                   |GEODESIA II                                                                                         |2          |No incluye temas relevantes                                                                         |
|304                 |83                  |6                   |7                   |GEODESIA                                                                                            |2          |Algunos temas relevantes no están incluidos                                                         |
|305                 |89                  |6                   |7                   |MODELACION MATEMATICA                                                                               |2          |como he mencionado con anterioridad, esta clase se podría adicionar la parte de laboratorio.        |
|306                 |89                  |6                   |7                   |MODELACION MATEMATICA                                                                               |2          |como he mencionado con anterioridad, esta clase se podría adicionar la parte de laboratorio.        |
|307                 |90                  |6                   |7                   |SISTEMA POSICIONAMIENTO GLOBAL (GPS)                                                                |1          |es lo que se ve en el campo profesional                                                             |
|308                 |90                  |6                   |7                   |SISTEMA POSICIONAMIENTO GLOBAL (GPS)                                                                |1          |es lo que se ve en el campo profesional                                                             |
|309                 |93                  |6                   |7                   |TEORIA DE LOS ERRORES I                                                                             |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|310                 |82                  |6                   |7                   |CALCULO DE AJUSTES                                                                                  |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|311                 |87                  |6                   |7                   |HIDRAULICA E HIDROLOGIA                                                                             |2          |los subtemas requieren desglosarse,  en mi caso yo los desgloso                                     |
|312                 |87                  |6                   |7                   |HIDRAULICA E HIDROLOGIA                                                                             |2          |los sub temas no están desglosados pero a mi me da libertad  de hacerlo                             |
|313                 |87                  |6                   |7                   |HIDRAULICA E HIDROLOGIA                                                                             |1          |Las prácticas y la teoría son acordes.                                                              |
|314                 |92                  |6                   |7                   |TEORIA DE LOS ERRORES                                                                               |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|315                 |92                  |6                   |7                   |TEORIA DE LOS ERRORES                                                                               |2          |Falta detallar algunos vacíos.                                                                      |
|316                 |86                  |6                   |7                   |GEODESIA III                                                                                        |2          |Como he expresado anteriormente, hay temas repetitivos y le falta una  actualización al temario     |
|317                 |91                  |6                   |7                   |SISTEMAS DE POSICION GLOBAL                                                                         |1          |es lo que se ve en el campo profesional                                                             |
|318                 |91                  |6                   |7                   |SISTEMAS DE POSICION GLOBAL                                                                         |1          |es lo que se ve en el campo profesional                                                             |
|319                 |91                  |6                   |7                   |SISTEMAS DE POSICION GLOBAL                                                                         |1          |es lo que se ve en el campo profesional                                                             |
|320                 |91                  |6                   |7                   |SISTEMAS DE POSICION GLOBAL                                                                         |1          |es lo que se ve en el campo profesional                                                             |
|321                 |94                  |6                   |7                   |TEORIA DE LOS ERRORES II                                                                            |1          |Los tiempos son adecuados y os temas tiene orden.                                                   |
|322                 |88                  |6                   |7                   |HIDROLOGIA APLICADA A LA GEOMATICA                                                                  |2          |los subtemas requieren desgloce pero lo he resuelto económicamente                                  |
|323                 |95                  |6                   |7                   |PROGRAMACION APLICADA A LA GEOMATICA                                                                |1          |Dado que es una asignatura de últimos semestres y es asignatura optativa, yo puedo acomodar mi temar|
|324                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Necesita actualizarse                                                                               |
|325                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Hay que actualizarlos                                                                               |
|326                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Necesita ser actualizado                                                                            |
|327                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Necesita actualizarse                                                                               |
|328                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Hay que actualizarlos                                                                               |
|329                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |2          |Necesita ser actualizado                                                                            |
|330                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |1          |Es adecuado al nivel de conocimientos de los alumnos y proporciona los suficientes para las siguient|
|331                 |74                  |6                   |6                   |FOTOGRAMETRIA                                                                                       |1          |Es adecuado al nivel de conocimientos de los alumnos y proporciona los suficientes para las siguient|
|332                 |76                  |6                   |6                   |INTRODUCCION A  BASES DE DATOS ESPACIALES                                                           |3          |Existen áreas de oportunidad para mejorar el plan de estudios                                       |
|333                 |76                  |6                   |6                   |INTRODUCCION A  BASES DE DATOS ESPACIALES                                                           |3          |Existen áreas de oportunidad para mejorar el plan de estudios                                       |
|334                 |75                  |6                   |6                   |GESTION AMBIENTAL                                                                                   |2          |ACTUALIZAR BIBLIOGRAFÍA                                                                             |
|335                 |79                  |6                   |6                   |SISTEMAS DE INFORMACION GEOGRAFICA I                                                                |2          |El plan de esta materia cuenta con los temas necesarios para comprender que es un Sistema de Informa|
|335                 |502                 |6                   |6                   |SISTEMAS DE INFORMACION GEOGRAFICA I                                                                |2          |El plan de esta materia cuenta con los temas necesarios para comprender que es un Sistema de Informa|
|336                 |81                  |6                   |6                   |PERCEPCION REMOTA I                                                                                 |2          |es mucha la carga de temas teóricos que no necesariamente son útiles para el apartado práctico del p|
|337                 |81                  |6                   |6                   |PERCEPCION REMOTA I                                                                                 |2          |Necesita tener por lo menos dos horas más la asignatura para poder cubrir todos los nuevos avances q|
|338                 |77                  |6                   |6                   |PERCEPCION REMOTA II                                                                                |1          |El contenido de temas asi como las horas asignadas me parece que están bien asignadas para cumplir c|
|339                 |77                  |6                   |6                   |PERCEPCION REMOTA II                                                                                |2          |Se requiere actualización de la bibliografía propuesta en el temario de la asignatura               |
|340                 |80                  |6                   |6                   |SISTEMAS DE INFORMACION GEOGRAFICA II                                                               |2          |Se identifica como área de oportunidad para el tema seis, la definición explícita de los tòpicos por|
|341                 |80                  |6                   |6                   |SISTEMAS DE INFORMACION GEOGRAFICA II                                                               |2          |UNA MATERIA QUE DE MANERA CONTINUA DEBE ESTAR EN ACTUALIZACIÓN                                      |
|342                 |78                  |6                   |6                   |PROYECTO GEOMATICO                                                                                  |3          |hay que actualizarlo                                                                                |
|343                 |309                 |3                   |14                  |INSTALACIONES ELECTRICAS                                                                            |1          |Los temas son necesarios y el tiempo debería ser suficiente en condiciones normales                 |
|344                 |318                 |3                   |14                  |PLANTAS GENERADORAS                                                                                 |2          |Me parece que es muy ambicioso y debería haber otra materia similar                                 |
|345                 |320                 |3                   |14                  |SUBESTACIONES ELECTRICAS                                                                            |2          |Pudieran manejarse de manera más general los sub temas                                              |
|346                 |320                 |3                   |14                  |SUBESTACIONES ELECTRICAS                                                                            |1          |Cumple con lo requerido.                                                                            |
|347                 |320                 |3                   |14                  |SUBESTACIONES ELECTRICAS                                                                            |2          |Es muy extenso el temario y muy grande el grupo ya que consta de 40 alumnos inscritos en la asignatu|
|348                 |319                 |3                   |14                  |SISTEMAS ELECTRICOS DE POTENCIA II                                                                  |2          |De pronto hay que adecuar algunos temas porque no se cuenta con los antecedentes completos de la mat|
|349                 |315                 |3                   |14                  |MAQUINAS ELECTRICAS I                                                                               |2          |Es necesario actualizar algunos temas y establecer seriación para esta materia.                     |
|350                 |316                 |3                   |14                  |MAQUINAS ELECTRICAS II                                                                              |2          |algunos temas no alcanza el tiempo para abarcarlos                                                  |
|351                 |320                 |3                   |14                  |SUBESTACIONES ELECTRICAS                                                                            |2          |El alcance de los temas de control es muy corto                                                     |
|352                 |315                 |3                   |14                  |MAQUINAS ELECTRICAS I                                                                               |2          |Actualmente se está revisando en Academias                                                          |
|353                 |315                 |3                   |14                  |MAQUINAS ELECTRICAS I                                                                               |2          |Demasiados temas en pocas horas para realmente permitir a los alumnos integrar los conceptos. Focali|
|354                 |316                 |3                   |14                  |MAQUINAS ELECTRICAS II                                                                              |1          |acorde a lo actual                                                                                  |
|355                 |317                 |3                   |14                  |MAQUINAS ELECTRICAS III L                                                                           |1          |El alcance de los temas de control es muy corto                                                     |
|356                 |317                 |3                   |14                  |MAQUINAS ELECTRICAS III L                                                                           |2          |Faltan algunos temas y otros sobran                                                                 |
|357                 |312                 |3                   |14                  |LAB. PROTECCION DE SISTEMAS ELECTRICOS                                                              |2          |Faltan algunos temas y otros sobran                                                                 |
|358                 |314                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA II                                                             |1          |acorde a lo actual                                                                                  |
|359                 |313                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA I                                                              |2          |Se deben reducir algunos temas y reasignar horas por tema                                           |
|360                 |312                 |3                   |14                  |LAB. PROTECCION DE SISTEMAS ELECTRICOS                                                              |2          |Se deben reducir algunos temas y reasignar horas por tema                                           |
|361                 |313                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA I                                                              |1          |Cubre los aspectos requeridos                                                                       |
|362                 |313                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA I                                                              |1          |.                                                                                                   |
|363                 |313                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA I                                                              |2          |Requiere actualizarse con forme a las necesidades actuales.                                         |
|364                 |313                 |3                   |14                  |LAB. SISTEMAS ELECTRICOS DE POTENCIA I                                                              |1          |Cubre los aspectos requeridos                                                                       |
|365                 |310                 |3                   |14                  |LAB. MAQUINAS ELECTRICAS I                                                                          |1          |.                                                                                                   |
|366                 |310                 |3                   |14                  |LAB. MAQUINAS ELECTRICAS I                                                                          |2          |Requiere actualizarse con forme a las necesidades actuales.                                         |
|367                 |310                 |3                   |14                  |LAB. MAQUINAS ELECTRICAS I                                                                          |1          |Si. Todo bien.                                                                                      |
|368                 |311                 |3                   |14                  |LAB. MAQUINAS ELECTRICAS II                                                                         |1          |Todo bien.                                                                                          |
|369                 |111                 |3                   |9                   |DINAMICA DE SISTEMAS FISICOS                                                                        |2          |Requiere actualizarse con forme a las necesidades actuales.                                         |
|370                 |111                 |3                   |9                   |DINAMICA DE SISTEMAS FISICOS                                                                        |1          |SE CUBREN TODOS LOS TEMAS DEL AREA DE CONOCIMIENTO.                                                 |
|371                 |123                 |3                   |9                   |MEDICION E INSTRUMENTACION                                                                          |2          |Se deben reducir algunos temas y reasignar horas por tema                                           |
|372                 |113                 |3                   |9                   |FUNDAMENTOS DE INSTRUMENTACION BIOMEDICA                                                            |2          |Antes que realizar practicas sobre máquinas eléctricas rotativas, habría que ahondar un poco más en |
|373                 |125                 |3                   |9                   |TEMAS SELECTOS DE ING. BIOMEDICA                                                                    |2          |Muchos temas para poco tiempo                                                                       |
|374                 |126                 |3                   |9                   |SISTEMAS Y EQUIPOS BIOMEDICOS ELECTRONICOS                                                          |2          |algunos temas están fuera de lugar                                                                  |
|375                 |127                 |3                   |9                   |CONTROL DE SISTEMAS NO LINEALES                                                                     |2          |La unidad 5 se enfoca a aplicaciones específicas de ingeniería y deja de lado la descripción de actu|
|376                 |109                 |3                   |9                   |ANALISIS DE SISTEMAS Y SEÑALES                                                                      |1          |xxx                                                                                                 |
|377                 |109                 |3                   |9                   |ANALISIS DE SISTEMAS Y SEÑALES                                                                      |2          |Se ha tenido que adecuar a las necesidades de la normatividad aplicada en hospitales                |
|378                 |109                 |3                   |9                   |ANALISIS DE SISTEMAS Y SEÑALES                                                                      |2          |Habría que agregar más temas de instrumentación biomédica                                           |
|379                 |109                 |3                   |9                   |ANALISIS DE SISTEMAS Y SEÑALES                                                                      |1          |Está bien estructurado y es acorde con los tiempos.                                                 |
|380                 |124                 |3                   |9                   |SEÑALES Y SISTEMAS                                                                                  |2          |Considero que el temario es adecuado, sin embargo contiene muchos temas importantes que requieren má|
|381                 |124                 |3                   |9                   |SEÑALES Y SISTEMAS                                                                                  |1          |CONTIENE LOS TEMAS ESENCIALES                                                                       |
|382                 |124                 |3                   |9                   |SEÑALES Y SISTEMAS                                                                                  |1          |De acuerdo                                                                                          |
|383                 |108                 |3                   |9                   |ANALISIS DE CIRCUITOS ELECTRICOS                                                                    |1          |De acuerdo                                                                                          |
|384                 |111                 |3                   |9                   |DINAMICA DE SISTEMAS FISICOS                                                                        |2          |S/C                                                                                                 |
|385                 |110                 |3                   |9                   |CIRCUITOS ELECTRICOS                                                                                |2          |El temario incluye sin duda temas importantes; sin embargo es bastante ambicioso y el tiempo con el |
|386                 |110                 |3                   |9                   |CIRCUITOS ELECTRICOS                                                                                |2          |Creo que el modelado de sistemas mecanicos es extra                                                 |
|387                 |110                 |3                   |9                   |CIRCUITOS ELECTRICOS                                                                                |1          |De acuerdo                                                                                          |
|388                 |110                 |3                   |9                   |CIRCUITOS ELECTRICOS                                                                                |2          |Muchos temas para poco tiempo                                                                       |
|389                 |110                 |3                   |9                   |CIRCUITOS ELECTRICOS                                                                                |1          |S/C                                                                                                 |
